timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kWh,initial_soc,final_soc,energy_consumed_kWh,charging_power_kW,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward,soc_increase,arrival_hour,day_type,charging_cost,waiting_category
2025-01-22 05:00:00,ST014,Highway,EV12036,Bus,2025-01-22 05:00:00,2025-01-22 05:04:00,2025-01-22 05:38:00,4,40,24.745162654821275,96.0494462923881,28.521713455026728,50,34.22605614603208,10,26.792906461440296,8.62,0.1942810294662768,Low,Rainy,Wednesday,Off-Peak,28.91399578997605,CH2,High,-8.530150408299757,71.30428363756683,5,Weekday,245.85716998233036,Short
2025-01-22 05:15:00,ST013,Highway,EV12037,Car,2025-01-22 05:15:00,2025-01-22 05:28:00,2025-01-22 06:19:00,13,30,40.344434087360376,100.0,17.896669773791885,22,51.888874828289055,5,27.18815833992609,12.83,0.3018372128398091,Low,Rainy,Wednesday,Off-Peak,27.162524875156254,CH6,Medium,-11.882515282790948,59.655565912639624,5,Weekday,229.6142731977499,Medium
2025-01-22 05:30:00,ST003,Highway,EV12038,Car,2025-01-22 05:30:00,2025-01-22 05:44:00,2025-01-22 13:42:00,14,100,44.521487852979625,100.0,55.478512147020375,7,478.3037652022635,4,31.70129101833335,8.45,0.212340066739166,Low,Clear,Wednesday,Off-Peak,35.30496336505267,CH9,Medium,-15.97005620149169,55.478512147020375,5,Weekday,468.7934276423221,Medium
2025-01-22 05:45:00,ST019,Highway,EV12039,Bus,2025-01-22 05:45:00,2025-01-22 05:47:00,2025-01-22 08:11:00,2,100,47.10354288497902,99.94505605587256,52.84151317089355,22,144.1132177388006,8,31.631150692587905,5.86,0.1535895139380656,Low,Rainy,Wednesday,Off-Peak,30.67491269975036,CH9,Medium,-7.718544720375613,52.841513170893535,5,Weekday,309.6512671814362,Short
2025-01-22 06:00:00,ST013,Urban,EV12040,Car,2025-01-22 06:00:00,2025-01-22 06:12:00,2025-01-22 11:11:00,12,75,53.35820483088384,99.99540936708402,34.97790340215013,7,299.81060058985827,5,28.78681729352425,8.93,0.3105024750954299,Low,Clear,Wednesday,Off-Peak,23.95204459138952,CH6,Medium,-10.942289205841952,46.63720453620018,6,Weekday,312.3526773812007,Medium
2025-01-22 06:15:00,ST006,Highway,EV12041,Car,2025-01-22 06:15:00,2025-01-22 06:24:00,2025-01-22 10:07:00,9,60,29.57034164282892,97.99981751696166,41.057685524479645,11,223.9510119517072,9,29.01333280445437,14.05,0.289473432843726,Low,Clear,Wednesday,Off-Peak,27.99482564379768,CH4,High,-10.618463575579096,68.42947587413273,6,Weekday,576.860481618939,Short
2025-01-22 06:30:00,ST012,Highway,EV12042,Car,2025-01-22 06:30:00,2025-01-22 06:38:00,2025-01-22 10:05:00,8,100,22.84742557904238,98.7688967846402,75.92147120559783,22,207.05855783344865,4,31.682080458964226,11.04,0.3081031109355767,Low,Cloudy,Wednesday,Off-Peak,30.576215884455262,CH2,Low,-7.093322763725544,75.92147120559783,6,Weekday,838.1730421097999,Short
2025-01-22 06:45:00,ST011,Urban,EV12043,Two-Wheeler,2025-01-22 06:45:00,2025-01-22 06:45:00,2025-01-22 08:32:00,0,100,13.997135509167949,100.0,86.00286449083205,50,107.57779176554456,6,28.010924780020723,6.34,0.2173654495124263,Low,Cloudy,Wednesday,Off-Peak,32.723873899750096,CH4,Medium,-2.0812214706313545,86.00286449083205,6,Weekday,545.2581608718752,Short
2025-01-22 07:00:00,ST019,Highway,EV12044,Car,2025-01-22 07:00:00,2025-01-22 07:14:00,2025-01-22 10:30:00,14,75,51.54706982306534,99.55910709547904,36.00902795431028,11,196.41287975078336,3,67.7637732074702,6.93,0.3513446772430338,High,Rainy,Wednesday,Peak,63.39779310686826,CH2,Medium,-18.512414324203025,48.01203727241369,7,Weekday,249.5425637233702,Medium
2025-01-22 07:15:00,ST010,Urban,EV12045,Two-Wheeler,2025-01-22 07:15:00,2025-01-22 07:24:00,2025-01-22 08:03:00,9,60,36.08782187860574,91.09824890708632,33.00625621708835,50,39.60750746050601,9,77.33071285070277,12.2,0.3433353618222086,High,Clear,Wednesday,Peak,73.71672783168478,CH2,High,-18.6660817154743,55.01042702848058,7,Weekday,402.67632584847786,Short
2025-01-22 07:30:00,ST009,Urban,EV12046,Two-Wheeler,2025-01-22 07:30:00,2025-01-22 07:31:00,2025-01-22 11:03:00,1,60,58.61493063506682,99.9156651207337,24.78044069140013,7,212.40377735485825,0,72.40000044846181,14.67,0.354603869412567,High,Rainy,Wednesday,Peak,76.19946787719309,CH7,High,-4.841884007315352,41.30073448566689,7,Weekday,363.5290649428399,Short
2025-01-22 07:45:00,ST014,Highway,EV12047,Bus,2025-01-22 07:45:00,2025-01-22 07:55:00,2025-01-22 10:35:00,10,30,36.134403282332144,98.66407903842024,18.75890272682643,7,160.79059480136942,4,80.0427724262713,10.94,0.1861432812304394,High,Clear,Wednesday,Peak,83.52227817354546,CH4,Low,-22.42425604834108,62.529675756088096,7,Weekday,205.22239583148115,Short
2025-01-22 08:00:00,ST016,Highway,EV12048,Car,2025-01-22 08:00:00,2025-01-22 08:08:00,2025-01-22 11:04:00,8,30,29.547081144464062,98.03578693407954,20.546611736884643,7,176.11381488758266,3,84.74785433900567,7.75,0.2569124003844617,High,Cloudy,Wednesday,Peak,84.83790055462627,CH7,Low,-18.742198856267283,68.48870578961548,8,Weekday,159.23624096085598,Short
2025-01-22 08:15:00,ST004,Highway,EV12049,Car,2025-01-22 08:15:00,2025-01-22 08:15:00,2025-01-22 13:23:00,0,100,41.60365552835179,98.181671149845,56.57801562149321,11,308.60735793541744,6,100.0,13.45,0.3947763434655403,High,Rainy,Wednesday,Peak,101.9223387464542,CH6,High,-11.15670969603379,56.578015621493215,8,Weekday,760.9743101090836,Short
2025-01-22 08:30:00,ST013,Urban,EV12050,Two-Wheeler,2025-01-22 08:30:00,2025-01-22 08:32:00,2025-01-22 11:54:00,2,100,24.362211758909776,98.52017467277707,74.1579629138673,22,202.24898976509263,3,79.27815129897023,14.06,0.3270600105873457,High,Clear,Wednesday,Peak,84.09225450264928,CH5,Low,-9.543829942173677,74.1579629138673,8,Weekday,1042.6609585689741,Short
2025-01-22 08:45:00,ST019,Urban,EV12051,Bus,2025-01-22 08:45:00,2025-01-22 08:58:00,2025-01-22 11:14:00,13,60,11.700827442301616,95.0218612694776,49.9926202963056,22,136.34350989901526,6,83.42479251079797,10.16,0.1290159500653389,High,Cloudy,Wednesday,Peak,85.86241925332688,CH3,Medium,-28.81448000019943,83.32103382717598,8,Weekday,507.92502221046493,Medium
2025-01-22 09:00:00,ST002,Urban,EV12052,Bus,2025-01-22 09:00:00,2025-01-22 09:08:00,2025-01-22 13:36:00,8,75,33.37851808066485,98.89097883551148,49.13434556613497,11,268.0055212698272,1,82.21172613858695,10.44,0.1530858907899561,High,Rainy,Wednesday,Peak,84.91140735737986,CH1,Low,-20.34976850401871,65.51246075484663,9,Weekday,512.9625677104491,Short
2025-01-22 09:15:00,ST016,Urban,EV12053,Bus,2025-01-22 09:15:00,2025-01-22 09:35:00,2025-01-22 10:48:00,20,40,23.50972297484971,90.96951050976092,26.98391501396448,22,73.59249549263039,3,84.34805988706206,9.53,0.1110240629870662,High,Rainy,Wednesday,Peak,81.9524122212971,CH5,Medium,-35.038890087800425,67.45978753491121,9,Weekday,257.15671008308146,Medium
2025-01-22 09:30:00,ST011,Highway,EV12054,Bus,2025-01-22 09:30:00,2025-01-22 09:42:00,2025-01-22 12:01:00,12,100,48.18415502248637,99.4026783987688,51.21852337628244,22,139.68688193531577,10,70.43993604281839,13.46,0.3449240272388493,High,Clear,Wednesday,Peak,65.64242222705334,CH9,Medium,-20.7402663913982,51.21852337628243,9,Weekday,689.4013246447616,Medium
2025-01-22 09:45:00,ST016,Urban,EV12055,Bus,2025-01-22 09:45:00,2025-01-22 09:57:00,2025-01-22 20:40:00,12,100,24.60904997090085,99.70873656418,75.09968659327916,7,643.7115993709642,1,74.24214714074725,8.56,0.1125658091365306,High,Cloudy,Wednesday,Peak,72.03232397840091,CH8,Medium,-23.971455154053533,75.09968659327916,9,Weekday,642.8533172384697,Medium
2025-01-22 10:00:00,ST004,Highway,EV12056,Two-Wheeler,2025-01-22 10:00:00,2025-01-22 10:13:00,2025-01-22 10:42:00,13,40,33.482446166581184,95.72988168828374,24.89897420868102,50,29.87876905041723,2,100.0,13.26,0.6163681228109468,High,Clear,Wednesday,Peak,99.76364494389172,CH1,Low,-15.508956315671597,62.247435521702556,10,Weekday,330.16039800711036,Medium
2025-01-22 10:15:00,ST002,Urban,EV12057,Car,2025-01-22 10:15:00,2025-01-22 10:23:00,2025-01-22 11:21:00,8,60,17.24544202030865,99.16303339856358,49.15055482695296,50,58.98066579234355,3,100.0,6.82,0.611082116861189,High,Clear,Wednesday,Peak,95.0852139632158,CH6,High,-11.167536494164333,81.91759137825494,10,Weekday,335.2067839198192,Short
2025-01-22 10:30:00,ST014,Urban,EV12058,Car,2025-01-22 10:30:00,2025-01-22 10:41:00,2025-01-22 12:08:00,11,75,54.704688677819256,97.59973038341144,32.17128127919414,22,87.73985803416582,1,82.82367077138814,12.95,0.4077678784789579,High,Clear,Wednesday,Peak,82.87887195768855,CH4,High,-15.831697799908888,42.895041705592185,10,Weekday,416.6180925655641,Medium
2025-01-22 10:45:00,ST012,Urban,EV12059,Two-Wheeler,2025-01-22 10:45:00,2025-01-22 10:52:00,2025-01-22 15:09:00,7,60,20.93903411313468,99.59440369941063,47.19322175176557,11,257.4175731914486,6,72.82414430851307,10.89,0.4700124583272116,High,Clear,Wednesday,Peak,74.62115951222489,CH5,Low,-10.464455111886268,78.65536958627595,10,Weekday,513.934184876727,Short
2025-01-22 11:00:00,ST004,Urban,EV12060,Bus,2025-01-22 11:00:00,2025-01-22 11:05:00,2025-01-22 12:47:00,5,60,37.299651326688405,99.92279246246632,37.57388468146675,22,102.47423094945476,5,40.34879784909657,14.08,0.6590380470452062,Medium,Clear,Wednesday,Off-Peak,40.12762779541647,CH5,Medium,4.201381841536872,62.623141135777914,11,Weekday,529.0402963150518,Short
2025-01-22 11:15:00,ST020,Highway,EV12061,Bus,2025-01-22 11:15:00,2025-01-22 11:16:00,2025-01-22 12:08:00,1,60,32.54430957325519,100.0,40.47341425604689,50,52.14136096494522,3,55.37430732228464,5.84,0.6963823660249482,Medium,Rainy,Wednesday,Off-Peak,57.12830953648022,CH3,Low,7.316609516291514,67.45569042674481,11,Weekday,236.36473925531382,Short
2025-01-22 11:30:00,ST019,Highway,EV12062,Car,2025-01-22 11:30:00,2025-01-22 11:38:00,2025-01-22 12:46:00,8,100,40.94732480694086,97.95460526639104,57.007280459450186,50,68.40873655134021,7,40.50174521232271,5.36,0.6434152483653264,Medium,Clear,Wednesday,Off-Peak,38.9191755611191,CH6,Low,-0.2978915915047526,57.00728045945018,11,Weekday,305.559023262653,Short
2025-01-22 11:45:00,ST019,Highway,EV12063,Two-Wheeler,2025-01-22 11:45:00,2025-01-22 11:52:00,2025-01-22 13:16:00,7,40,20.435020807090467,97.95948922670414,31.00978736784547,22,84.57214736685127,7,46.75041466067503,10.34,0.6612734408321759,Medium,Cloudy,Wednesday,Off-Peak,43.779472616226805,CH2,High,-0.0118797071697294,77.52446841961367,11,Weekday,320.6412013835222,Short
2025-01-22 12:00:00,ST017,Urban,EV12064,Two-Wheeler,2025-01-22 12:00:00,2025-01-22 12:11:00,2025-01-22 12:34:00,11,40,57.70953651673928,100.0,16.916185393304286,50,23.629474941489857,6,64.70639836631912,11.67,0.5645267994428681,Medium,Cloudy,Wednesday,Off-Peak,66.54112976405658,CH8,Medium,-10.005475689977782,42.29046348326072,12,Weekday,197.411883539861,Medium
2025-01-22 12:15:00,ST011,Highway,EV12065,Car,2025-01-22 12:15:00,2025-01-22 12:22:00,2025-01-22 13:13:00,7,40,55.93365862889822,100.0,17.62653654844071,22,51.69160427111461,4,46.92394158591325,14.28,0.5342741765919663,Medium,Clear,Wednesday,Off-Peak,49.52937143247132,CH5,Medium,-2.3565630194236604,44.06634137110178,12,Weekday,251.70694191173334,Short
2025-01-22 12:30:00,ST003,Highway,EV12066,Two-Wheeler,2025-01-22 12:30:00,2025-01-22 12:40:00,2025-01-22 17:20:00,10,40,18.76554552573198,100.0,32.493781789707214,7,280.71498450045954,8,45.22729508692154,12.88,0.6702839543215764,Medium,Clear,Wednesday,Off-Peak,42.45715473432692,CH4,High,-2.9369403877370197,81.23445447426802,12,Weekday,418.51990945142893,Short
2025-01-22 12:45:00,ST003,Urban,EV12067,Bus,2025-01-22 12:45:00,2025-01-22 12:54:00,2025-01-22 17:46:00,9,40,13.472391302720046,98.89130275496736,34.167564580898926,7,292.86483926484794,9,47.989964859148856,11.9,0.5696883687810965,Medium,Clear,Wednesday,Off-Peak,45.28333057819958,CH4,Low,-6.007341908396874,85.41891145224731,12,Weekday,406.59401851269723,Short
2025-01-22 13:00:00,ST007,Highway,EV12068,Bus,2025-01-22 13:00:00,2025-01-22 13:15:00,2025-01-22 14:29:00,15,30,54.10578435970777,99.40192510794448,13.588842224471016,11,74.12095758802371,4,39.685546137263714,5.15,0.4282091205595184,Medium,Clear,Wednesday,Off-Peak,36.40397977950563,CH8,Low,-12.090835610667192,45.29614074823671,13,Weekday,69.98253745602574,Medium
2025-01-22 13:15:00,ST011,Urban,EV12069,Two-Wheeler,2025-01-22 13:15:00,2025-01-22 13:29:00,2025-01-22 14:28:00,14,30,26.79249340450023,100.0,21.962251978649928,22,59.99841031147488,0,54.91431086059873,6.47,0.6190672938049386,Medium,Rainy,Wednesday,Off-Peak,57.02671677862813,CH9,Medium,-6.410843357971588,73.20750659549977,13,Weekday,142.09577030186503,Medium
2025-01-22 13:30:00,ST010,Highway,EV12070,Two-Wheeler,2025-01-22 13:30:00,2025-01-22 13:43:00,2025-01-22 19:34:00,13,75,15.605507709420982,100.0,63.29586921793427,11,351.07257496943697,6,39.14613663033644,5.34,0.7000421989400585,Medium,Clear,Wednesday,Off-Peak,39.49320022313352,CH9,Low,-2.827961357865534,84.39449229057902,13,Weekday,337.99994162376896,Medium
2025-01-22 13:45:00,ST005,Urban,EV12071,Bus,2025-01-22 13:45:00,2025-01-22 13:45:00,2025-01-22 14:28:00,0,30,45.98629178003543,99.28386803121695,15.989272875354462,22,43.60710784187581,6,39.10437679961319,9.64,0.6592193493912275,Medium,Cloudy,Wednesday,Off-Peak,34.225507960612106,CH8,High,8.955705121814187,53.297576251181525,13,Weekday,154.13659051841702,Short
2025-01-22 14:00:00,ST017,Urban,EV12072,Bus,2025-01-22 14:00:00,2025-01-22 14:04:00,2025-01-22 14:27:00,4,30,11.915361099572548,77.46992264988731,19.66636846509443,50,23.59964215811332,6,63.41994528119146,11.64,0.6027536264577,Medium,Clear,Wednesday,Off-Peak,66.67809654560806,CH2,Medium,-1.6013802625072913,65.55456155031476,14,Weekday,228.91652893369917,Short
2025-01-22 14:15:00,ST014,Urban,EV12073,Two-Wheeler,2025-01-22 14:15:00,2025-01-22 14:25:00,2025-01-22 16:40:00,10,60,17.892296893469986,100.0,49.264621863918,22,135.4076898909323,3,57.46009432473297,12.53,0.7268159114436717,Medium,Cloudy,Wednesday,Off-Peak,59.11865976531174,CH10,High,-1.1875415216364402,82.10770310653001,14,Weekday,617.2857119548926,Short
2025-01-22 14:30:00,ST004,Urban,EV12074,Bus,2025-01-22 14:30:00,2025-01-22 14:35:00,2025-01-22 15:10:00,5,40,35.79010508327396,100.0,25.68395796669041,50,35.484893080489485,2,61.259972903197365,14.88,0.717957499882599,Medium,Clear,Wednesday,Off-Peak,62.5505488887937,CH2,Low,3.2867304158384965,64.20989491672604,14,Weekday,382.17729454435334,Short
2025-01-22 14:45:00,ST001,Highway,EV12075,Car,2025-01-22 14:45:00,2025-01-22 14:50:00,2025-01-22 17:10:00,5,40,58.53104228434229,99.55469876020864,16.409462590346546,7,140.65253648868472,1,34.07410798976752,7.82,0.4353194360430685,Medium,Cloudy,Wednesday,Off-Peak,38.77989454174431,CH1,Medium,0.7447614833385519,41.023656475866346,14,Weekday,128.32199745651,Short
2025-01-22 15:00:00,ST017,Highway,EV12076,Bus,2025-01-22 15:00:00,2025-01-22 15:14:00,2025-01-22 16:01:00,14,40,55.4781330063786,98.99663797375727,17.40740198695147,22,47.47473269168582,11,56.13117479417457,14.67,0.6768421591255669,Medium,Cloudy,Wednesday,Off-Peak,53.64436448043772,CH2,High,-10.420970185067908,43.518504967378675,15,Weekday,255.36658714857808,Medium
2025-01-22 15:15:00,ST003,Highway,EV12077,Bus,2025-01-22 15:15:00,2025-01-22 15:23:00,2025-01-22 17:22:00,8,40,43.60669400320565,98.15490585994893,21.819284742697317,11,119.0142804147126,4,60.99899559388573,7.86,0.503567047172553,Medium,Clear,Wednesday,Off-Peak,65.20162157383527,CH3,Medium,-7.092787703600557,54.54821185674328,15,Weekday,171.49957807760092,Short
2025-01-22 15:30:00,ST017,Highway,EV12078,Two-Wheeler,2025-01-22 15:30:00,2025-01-22 15:38:00,2025-01-22 16:52:00,8,30,55.651654902689536,100.0,13.30450352919314,11,74.1445699093039,8,56.721311912506245,7.39,0.6411050608688685,Medium,Cloudy,Wednesday,Off-Peak,58.19508786810116,CH1,Medium,-4.111110556435193,44.348345097310464,15,Weekday,98.3202810807373,Short
2025-01-22 15:45:00,ST009,Highway,EV12079,Car,2025-01-22 15:45:00,2025-01-22 15:50:00,2025-01-22 19:23:00,5,40,36.06769875934113,98.285275653672,24.887030757732347,7,213.3174064948487,4,58.707228320539215,8.14,0.5816374178417331,Medium,Clear,Wednesday,Off-Peak,57.99473573352233,CH7,High,-1.292323128855852,62.217576894330875,15,Weekday,202.58043036794132,Short
2025-01-22 16:00:00,ST014,Urban,EV12080,Bus,2025-01-22 16:00:00,2025-01-22 16:09:00,2025-01-23 00:47:00,9,75,20.587575686539807,100.0,59.55931823509515,7,518.2653306201487,5,63.41264974258085,5.75,0.4172336864627457,Medium,Clear,Wednesday,Off-Peak,59.97815649185941,CH7,Low,-11.6655193546338,79.41242431346019,16,Weekday,342.4660798517971,Short
2025-01-22 16:15:00,ST020,Highway,EV12081,Two-Wheeler,2025-01-22 16:15:00,2025-01-22 16:18:00,2025-01-22 22:51:00,3,60,22.78507202826176,99.39611894561476,45.9666281504118,7,393.99966986067255,2,50.80190260066356,11.85,0.4496813175855095,Medium,Rainy,Wednesday,Off-Peak,55.23994969058096,CH8,High,-0.6699409925674242,76.61104691735301,16,Weekday,544.7045435823799,Short
2025-01-22 16:30:00,ST014,Urban,EV12082,Two-Wheeler,2025-01-22 16:30:00,2025-01-22 16:46:00,2025-01-22 17:53:00,16,30,11.86113425446976,94.19418850948666,24.69991627650507,22,67.36340802683202,6,47.8821556175007,10.89,0.503130278374376,Medium,Clear,Wednesday,Off-Peak,49.78067190496371,CH4,Low,-13.482522772268863,82.3330542550169,16,Weekday,268.9820882511402,Medium
2025-01-22 16:45:00,ST008,Urban,EV12083,Car,2025-01-22 16:45:00,2025-01-22 16:56:00,2025-01-22 23:48:00,11,100,52.20393671911175,100.0,47.796063280888255,7,412.7860493463247,6,46.27987991073411,11.61,0.4452353155723312,Medium,Clear,Wednesday,Off-Peak,51.2025502425691,CH10,Medium,-9.898916514976888,47.79606328088825,16,Weekday,554.9122946911126,Medium
2025-01-22 17:00:00,ST008,Urban,EV12084,Two-Wheeler,2025-01-22 17:00:00,2025-01-22 17:21:00,2025-01-22 19:56:00,21,30,38.92354615068621,99.39246528152164,18.14067573925063,7,155.49150633643396,4,77.58362965583305,6.45,0.3574553230850623,High,Clear,Wednesday,Peak,81.29202501450546,CH5,Low,-27.793066238614745,60.46891913083543,17,Weekday,117.00735851816655,Medium
2025-01-22 17:15:00,ST020,Highway,EV12085,Bus,2025-01-22 17:15:00,2025-01-22 17:25:00,2025-01-22 18:44:00,10,30,11.168878769772208,100.0,26.649336369068337,22,79.98301561802458,9,100.0,10.73,0.2302034233931886,High,Cloudy,Wednesday,Peak,104.74380782591044,CH2,Low,-27.59389729820434,88.8311212302278,17,Weekday,285.94737924010326,Short
2025-01-22 17:30:00,ST009,Highway,EV12086,Car,2025-01-22 17:30:00,2025-01-22 17:36:00,2025-01-22 20:22:00,6,30,33.520673802240495,98.3249483045242,19.44128235068511,7,166.6395630058724,2,100.0,7.77,0.3130859016141695,High,Clear,Wednesday,Peak,101.27434150374395,CH4,Medium,-17.60742295157491,64.8042745022837,17,Weekday,151.0587638648233,Short
2025-01-22 17:45:00,ST010,Highway,EV12087,Two-Wheeler,2025-01-22 17:45:00,2025-01-22 18:03:00,2025-01-22 18:42:00,18,40,22.651577176607,100.0,30.939369129357203,50,39.12563901700662,2,93.02193803177155,11.31,0.1291341602540976,High,Clear,Wednesday,Peak,97.77372939431848,CH2,Low,-33.73036279873138,77.34842282339301,17,Weekday,349.92426485302997,Medium
2025-01-22 18:00:00,ST017,Highway,EV12088,Two-Wheeler,2025-01-22 18:00:00,2025-01-22 18:13:00,2025-01-22 19:01:00,13,40,49.564241446270046,93.96470993829124,17.760187396808483,22,48.4368747185686,0,93.46556069627866,6.63,0.1066847284213211,High,Cloudy,Wednesday,Peak,97.54704928070268,CH4,Low,-28.492570286616097,44.40046849202119,18,Weekday,117.75004244084025,Medium
2025-01-22 18:15:00,ST011,Urban,EV12089,Car,2025-01-22 18:15:00,2025-01-22 18:28:00,2025-01-23 02:17:00,13,100,13.482074540565932,99.49411361974634,86.01203907918041,11,469.15657679552953,3,81.78322813407303,14.12,0.1029981324575712,High,Clear,Wednesday,Peak,84.60828449356661,CH6,Medium,-27.76670165308747,86.01203907918041,18,Weekday,1214.4899917980274,Medium
2025-01-22 18:30:00,ST005,Urban,EV12090,Two-Wheeler,2025-01-22 18:30:00,2025-01-22 18:39:00,2025-01-23 02:02:00,9,75,30.40226336075338,99.45951228412304,51.79293669252724,7,443.9394573645192,4,87.35349042009298,5.66,0.1405283669785929,High,Cloudy,Wednesday,Peak,88.98998031513337,CH7,Medium,-24.25484707466081,69.05724892336966,18,Weekday,293.1480216797042,Short
2025-01-22 18:45:00,ST001,Urban,EV12091,Bus,2025-01-22 18:45:00,2025-01-22 18:51:00,2025-01-22 23:03:00,6,75,39.2207312441724,100.0,45.5844515668707,11,252.9657769313253,5,65.62350339101457,11.43,0.1220951303816025,High,Clear,Wednesday,Peak,60.68799782066157,CH3,High,-17.961846766754835,60.7792687558276,18,Weekday,521.030281409332,Short
2025-01-22 19:00:00,ST001,Highway,EV12092,Bus,2025-01-22 19:00:00,2025-01-22 19:08:00,2025-01-22 22:15:00,8,60,40.889602110454994,98.2736105365254,34.430405055642254,11,187.8022093944123,1,70.37327167864032,10.14,0.339239347111787,High,Rainy,Wednesday,Peak,73.69819537920176,CH1,Medium,-12.397473922374454,57.3840084260704,19,Weekday,349.12430726421246,Short
2025-01-22 19:15:00,ST008,Highway,EV12093,Car,2025-01-22 19:15:00,2025-01-22 19:33:00,2025-01-22 22:16:00,18,40,23.80931449627795,98.57950439334812,29.908075958828068,11,163.1349597754258,6,95.53700404971534,14.48,0.1041231504072871,High,Clear,Wednesday,Peak,94.94064336150332,CH1,High,-36.98370629772445,74.77018989707017,19,Weekday,433.0689398838304,Medium
2025-01-22 19:30:00,ST010,Urban,EV12094,Two-Wheeler,2025-01-22 19:30:00,2025-01-22 19:46:00,2025-01-23 00:11:00,16,100,52.175276939639176,100.0,47.82472306036082,11,265.77985474582414,1,61.82090046850061,12.83,0.1239114218336377,High,Rainy,Wednesday,Peak,58.231409679202976,CH3,Low,-25.14683743869099,47.824723060360824,19,Weekday,613.5911968644293,Medium
2025-01-22 19:45:00,ST004,Urban,EV12095,Bus,2025-01-22 19:45:00,2025-01-22 19:56:00,2025-01-22 22:03:00,11,30,19.5374895645326,97.22137044472264,23.30516426405702,11,127.11907780394736,9,99.95594675867292,14.74,0.1813284829239649,High,Rainy,Wednesday,Peak,101.9862329240524,CH6,Medium,-30.05133486401564,77.68388088019003,19,Weekday,343.51812125220044,Medium
2025-01-22 20:00:00,ST016,Highway,EV12096,Two-Wheeler,2025-01-22 20:00:00,2025-01-22 20:11:00,2025-01-22 23:20:00,11,100,31.36258006981483,100.0,68.63741993018517,22,189.5812741364371,12,100.0,14.97,0.1100931467631286,High,Cloudy,Wednesday,Peak,95.65232661267488,CH8,Medium,-33.69720559710614,68.63741993018517,20,Weekday,1027.502176354872,Medium
2025-01-22 20:15:00,ST012,Highway,EV12097,Car,2025-01-22 20:15:00,2025-01-22 20:31:00,2025-01-23 00:12:00,16,100,16.817689755537877,98.13391794055906,81.31622818502117,22,221.7715314136941,4,83.66644502152894,8.24,0.3592565087664507,High,Cloudy,Wednesday,Peak,86.42269410246729,CH5,High,-23.955593741312267,81.31622818502117,20,Weekday,670.0457202445745,Medium
2025-01-22 20:30:00,ST011,Highway,EV12098,Car,2025-01-22 20:30:00,2025-01-22 20:38:00,2025-01-22 21:38:00,8,75,30.60872502217962,98.01963331888678,50.55818122253037,50,60.66981746703644,2,74.28833547292763,6.54,0.3519711863669698,High,Cloudy,Wednesday,Peak,69.92674926281863,CH9,High,-13.298531503576433,67.41090829670716,20,Weekday,330.6505051953486,Short
2025-01-22 20:45:00,ST001,Urban,EV12099,Bus,2025-01-22 20:45:00,2025-01-22 21:03:00,2025-01-22 23:09:00,18,60,22.721240262084784,100.0,46.36725584274912,22,126.60646711432292,1,61.468105072435705,8.01,0.3800888332099192,High,Clear,Wednesday,Peak,59.573400765855766,CH3,Medium,-19.390956018189563,77.27875973791521,20,Weekday,371.40171930042044,Medium
2025-01-22 21:00:00,ST016,Urban,EV12100,Car,2025-01-22 21:00:00,2025-01-22 21:07:00,2025-01-22 23:11:00,7,100,50.4354322410372,95.96129332917756,45.52586108814035,22,124.16143933129187,4,86.54853657563041,5.57,0.2991960585601048,High,Rainy,Wednesday,Peak,83.9559479567866,CH7,Medium,-17.33382555832294,45.52586108814037,21,Weekday,253.57904626094177,Short
2025-01-22 21:15:00,ST007,Urban,EV12101,Car,2025-01-22 21:15:00,2025-01-22 21:24:00,2025-01-22 22:34:00,9,30,53.15669812615806,96.09976258659594,12.882919338131364,11,70.27046911708017,4,65.66141083824529,9.14,0.327857900796529,High,Cloudy,Wednesday,Peak,69.40340854425551,CH2,Medium,-14.296545143753187,42.94306446043788,21,Weekday,117.74988275052067,Short
2025-01-22 21:30:00,ST018,Highway,EV12102,Two-Wheeler,2025-01-22 21:30:00,2025-01-22 21:40:00,2025-01-23 02:05:00,10,100,50.49725045764514,99.15120214119489,48.653951683549735,11,265.3851910011804,1,69.37583302979965,14.6,0.236946206998085,High,Clear,Wednesday,Peak,70.07975437036728,CH5,High,-17.26678039601738,48.65395168354975,21,Weekday,710.3476945798261,Short
2025-01-22 21:45:00,ST012,Highway,EV12103,Bus,2025-01-22 21:45:00,2025-01-22 21:47:00,2025-01-22 22:24:00,2,75,52.55517229825728,94.0536312751095,31.123844232639165,50,37.34861307916699,5,71.63620177202758,11.59,0.1936416374989814,High,Rainy,Wednesday,Peak,69.29358255368437,CH7,Medium,-13.017991229436072,41.49845897685221,21,Weekday,360.7253546562879,Short
2025-01-22 22:00:00,ST010,Urban,EV12104,Car,2025-01-22 22:00:00,2025-01-22 22:10:00,2025-01-22 23:10:00,10,40,44.48877279980347,100.0,22.20449088007861,22,60.943634954293344,2,28.460023497826896,12.98,0.3332079485310676,Low,Rainy,Wednesday,Off-Peak,28.093616561803245,CH9,High,-6.695766243633352,55.51122720019653,22,Weekday,288.21429162342037,Short
